cliente_id,edad,antiguedad_meses,saldo_promedio,num_productos,morosidad_dias,nps_score,nps_segmento,churn
11215,27,35,2144.39,1,0,8,Neutro,0
11216,22,76,5918.83,1,0,10,Promotor,0
11217,27,105,869.58,4,0,8,Neutro,1
11218,50,53,11330.38,1,0,5,Detractor,0
11219,55,44,2591.69,4,0,6,Detractor,0
11220,30,26,3040.59,1,60,7,Neutro,0
11221,48,47,6116.78,4,0,5,Detractor,0
11222,64,34,8597.39,2,15,8,Neutro,0
11223,53,87,1348.18,3,15,10,Promotor,0
11224,62,95,5413.94,3,0,8,Neutro,0
11225,41,50,2487.89,3,0,6,Detractor,0
11226,69,84,2299.89,2,0,6,Detractor,0
11227,32,12,5856.33,3,0,10,Promotor,0
11228,46,87,2448.45,1,0,9,Promotor,0
11229,25,4,2124.07,4,60,7,Neutro,0
11230,22,87,9036.04,2,90,6,Detractor,0
11231,46,48,533.9,3,0,8,Neutro,0
11232,64,55,5633.4,1,90,6,Detractor,0
11233,21,112,1429.92,1,0,4,Detractor,1
11234,29,1,78.1,2,30,6,Detractor,1
11235,62,118,912.19,2,0,7,Neutro,0
11236,19,89,4665.42,3,0,6,Detractor,1
11237,44,66,6174.35,4,0,5,Detractor,0
11238,48,30,106.41,3,30,0,Detractor,1
11239,68,3,185.53,3,0,8,Neutro,0
11240,68,21,11641.67,2,0,8,Neutro,1
11241,53,89,380.66,3,60,5,Detractor,0
11242,53,84,11230.18,3,60,10,Promotor,0
11243,43,49,1294.93,4,0,7,Neutro,0
11244,60,116,6735.71,1,15,1,Detractor,1
11245,44,86,1853.39,1,0,5,Detractor,0
11246,22,85,9786.19,4,0,8,Neutro,0
11247,37,62,6027.45,1,0,5,Detractor,1
11248,28,97,2569.26,3,0,2,Detractor,0
11249,27,116,396.85,4,0,8,Neutro,0
11250,57,38,6596.92,4,0,7,Neutro,0
11251,55,15,4797.1,2,0,9,Promotor,0
11252,23,110,14.58,1,15,9,Promotor,0
11253,25,52,47.32,2,15,10,Promotor,0
11254,40,79,8271.99,3,0,2,Detractor,0
11255,64,46,1501.47,4,0,1,Detractor,0
11256,43,25,5054.84,3,0,10,Promotor,0
11257,63,21,3027.65,1,15,8,Neutro,0
11258,60,88,9954.59,2,0,8,Neutro,0
11259,29,5,12442.23,1,0,3,Detractor,1
11260,43,70,28735.09,3,0,2,Detractor,0
11261,30,113,834.31,2,0,5,Detractor,0
11262,57,107,9937.56,1,0,7,Neutro,0
11263,35,112,1546.38,3,60,4,Detractor,0
11264,42,108,4467.95,1,0,7,Neutro,0
11265,50,47,3523.8,4,0,8,Neutro,0
11266,64,87,90.76,2,0,0,Detractor,1
11267,57,68,13498.27,2,30,4,Detractor,0
11268,60,91,407.82,2,0,6,Detractor,0
11269,29,18,5827.27,4,0,2,Detractor,1
11270,61,21,7685.75,2,0,4,Detractor,0
11271,53,92,7930.75,4,15,5,Detractor,0
11272,65,99,727.99,2,0,7,Neutro,0
11273,21,86,2967.14,1,0,8,Neutro,0
11274,22,104,8843.01,1,60,4,Detractor,0
11275,54,23,1802.55,1,90,8,Neutro,1
11276,25,64,3153.2,1,0,9,Promotor,0
11277,59,67,1592.73,4,90,8,Neutro,0
11278,66,40,3113.92,3,0,2,Detractor,1
11279,45,114,10939.05,3,0,7,Neutro,0
11280,48,10,3035.99,1,0,8,Neutro,0
11281,26,89,4058.66,3,0,10,Promotor,0
11282,68,52,2587.37,3,0,10,Promotor,0
11283,46,113,3082.02,2,0,6,Detractor,1
11284,31,72,76.45,4,30,8,Neutro,0
11285,57,119,1668.6,1,15,9,Promotor,0
11286,58,75,2868.66,3,0,9,Promotor,0
11287,39,61,5022.84,3,0,7,Neutro,0
11288,28,64,2989.66,1,0,6,Detractor,1
11289,40,5,2061.07,2,0,4,Detractor,0
11290,18,109,2455.92,1,0,7,Neutro,0
11291,63,53,1387.29,2,0,8,Neutro,0
11292,54,55,12917.73,3,0,10,Promotor,0
11293,38,37,3688.04,4,0,9,Promotor,0
11294,43,56,67.5,2,15,5,Detractor,0
11295,63,59,98.19,2,30,8,Neutro,0
11296,53,109,18052.49,1,0,6,Detractor,0
11297,40,102,1251.62,3,0,8,Neutro,0
11298,18,93,8189.4,4,0,8,Neutro,0
11299,68,69,300.21,1,0,6,Detractor,0
11300,57,73,12701.85,1,0,5,Detractor,0
11301,32,59,10373.94,4,0,4,Detractor,1
11302,38,112,4232.58,3,0,2,Detractor,0
11303,64,2,45.2,4,0,9,Promotor,0
11304,26,65,1490.76,1,0,2,Detractor,1
11305,26,104,2611.31,1,0,3,Detractor,1
11306,27,60,3081.52,2,0,5,Detractor,0
11307,69,51,1766.82,4,90,9,Promotor,0
11308,43,30,167.51,4,30,6,Detractor,0
11309,58,11,4459.54,4,0,5,Detractor,1
11310,52,92,3713.31,1,0,8,Neutro,0
11311,69,108,1663.4,3,30,6,Detractor,0
11312,42,76,193.58,1,0,6,Detractor,1
11313,43,39,26101.4,2,30,8,Neutro,0
11314,28,90,3288.77,1,0,6,Detractor,1
11315,55,77,7053.02,1,60,9,Promotor,0
11316,19,72,3010.27,1,30,8,Neutro,0
11317,24,63,220.65,2,0,7,Neutro,0
11318,35,64,1852.43,4,0,6,Detractor,1
11319,44,61,1929.12,3,0,9,Promotor,0
11320,51,54,9111.7,3,0,8,Neutro,0
11321,44,92,5309.91,2,0,5,Detractor,0
11322,34,94,1610.88,4,0,5,Detractor,1
11323,60,73,17169.63,4,0,7,Neutro,0
11324,61,103,1939.66,2,0,9,Promotor,0
11325,68,95,31695.26,1,30,10,Promotor,0
11326,41,58,27816.23,4,0,8,Neutro,0
11327,42,85,1061.08,3,0,7,Neutro,0
11328,24,56,1875.22,2,0,6,Detractor,1
11329,69,111,3328.09,3,0,8,Neutro,0
11330,23,34,5454.72,1,0,10,Promotor,0
11331,41,119,3754.38,2,90,7,Neutro,0
11332,50,31,17440.56,3,0,5,Detractor,0
11333,66,52,6436.58,3,0,4,Detractor,1
11334,46,89,1191.57,1,0,6,Detractor,1
11335,60,76,555.2,2,0,8,Neutro,1
11336,39,1,5830.2,4,30,10,Promotor,0
11337,43,55,862.56,4,0,6,Detractor,0
11338,45,22,7748.23,3,0,6,Detractor,0
11339,67,40,1862.84,1,0,7,Neutro,0
11340,38,101,1979.26,3,90,10,Promotor,0
11341,66,111,54.29,1,0,7,Neutro,1
11342,24,1,6036.75,4,30,5,Detractor,0
11343,34,65,601.07,3,0,5,Detractor,0
11344,37,63,7411.4,3,0,7,Neutro,0
11345,58,106,3385.07,1,0,9,Promotor,0
11346,66,54,7668.87,2,0,6,Detractor,1
11347,37,42,4384.47,1,0,7,Neutro,0
11348,39,21,430.15,2,0,8,Neutro,0
11349,45,79,7254.75,4,0,7,Neutro,0
11350,57,81,361.78,3,30,5,Detractor,0
11351,66,22,3257.16,3,0,10,Promotor,0
11352,24,38,945.82,1,0,8,Neutro,0
11353,18,99,6978.39,1,0,8,Neutro,0
11354,49,109,12128.92,4,0,8,Neutro,0
11355,30,80,4038.6,4,0,10,Promotor,0
11356,47,8,3744.86,2,0,7,Neutro,0
11357,40,62,7218.84,4,0,7,Neutro,0
11358,68,47,25.46,4,0,6,Detractor,1
11359,36,17,12490.48,4,0,6,Detractor,0
11360,49,17,1099.8,4,30,6,Detractor,0
11361,47,118,20713.12,2,0,10,Promotor,0
11362,46,90,6663.84,4,0,9,Promotor,0
11363,66,13,7441.66,2,15,6,Detractor,0
11364,62,17,5338.52,1,0,6,Detractor,1
11365,46,38,3190.11,3,0,4,Detractor,0
11366,47,81,4238.81,1,0,9,Promotor,0
11367,33,112,237.57,4,30,6,Detractor,1
11368,57,78,4890.29,3,90,8,Neutro,0
11369,36,45,4918.81,4,15,10,Promotor,0
11370,35,6,11091.26,4,0,7,Neutro,0
11371,18,35,3522.62,1,0,9,Promotor,1
11372,31,110,401.41,4,0,7,Neutro,0
11373,68,14,1827.83,1,0,8,Neutro,0
11374,64,111,5330.18,4,90,7,Neutro,0
11375,67,72,1367.31,2,0,6,Detractor,0
11376,19,61,1646.19,3,0,10,Promotor,0
11377,45,15,8587.04,1,30,8,Neutro,0
11378,66,54,4389.19,1,15,6,Detractor,0
11379,67,27,3551.75,3,0,6,Detractor,0
11380,47,13,1916.94,1,0,1,Detractor,0
11381,55,113,6563.88,3,0,8,Neutro,0
11382,68,31,1696.41,2,0,6,Detractor,0
11383,21,117,6679.21,4,0,9,Promotor,0
11384,18,35,363.4,2,0,6,Detractor,1
11385,25,60,9995.44,4,90,6,Detractor,0
11386,46,6,3461.4,3,0,9,Promotor,0
11387,56,69,2885.79,2,0,7,Neutro,0
11388,20,86,4721.18,4,0,9,Promotor,0
11389,49,58,4893.39,3,0,8,Neutro,0
11390,27,49,708.02,4,0,5,Detractor,0
11391,27,23,7057.72,1,60,8,Neutro,1
11392,36,89,1614.32,1,30,0,Detractor,0
11393,63,34,11767.39,3,0,6,Detractor,1
11394,51,26,8514.64,4,30,5,Detractor,1
11395,50,47,2125.27,1,0,8,Neutro,0
11396,40,5,8244.51,2,0,4,Detractor,0
11397,45,90,2203.32,4,0,6,Detractor,1
11398,49,20,532.07,4,30,6,Detractor,0
11399,67,6,16336.16,1,0,0,Detractor,0
11400,24,70,5286.42,1,0,2,Detractor,0
11401,46,59,3044.95,3,15,6,Detractor,0
11402,25,64,2535.61,4,0,5,Detractor,0
11403,18,114,1963.03,2,0,4,Detractor,0
11404,20,18,19935.78,1,0,5,Detractor,0
11405,41,4,723.67,4,0,9,Promotor,1
11406,40,17,1890.26,1,0,8,Neutro,0
11407,25,14,3322.78,3,0,7,Neutro,0
11408,64,78,3250.43,4,60,10,Promotor,0
11409,54,13,3187.3,4,0,1,Detractor,0
11410,20,7,966.61,3,0,6,Detractor,0
11411,68,44,782.87,2,0,9,Promotor,0
11412,50,119,1470.3,1,15,8,Neutro,0
11413,45,15,12297.72,3,90,10,Promotor,0
11414,64,19,599.85,4,0,10,Promotor,0
11415,25,63,7082.22,3,0,5,Detractor,0
11416,51,107,7084.77,4,30,10,Promotor,0
11417,52,111,8297.62,3,30,10,Promotor,0
11418,49,108,10884.85,2,0,6,Detractor,1
11419,41,35,1526.08,4,0,10,Promotor,0
11420,31,81,1271.62,3,0,1,Detractor,0
11421,49,35,3132.17,2,0,8,Neutro,0
11422,63,19,1540.03,2,60,6,Detractor,1
11423,60,20,6627.13,1,0,4,Detractor,1
11424,33,100,5052.18,4,0,8,Neutro,0
11425,21,35,10396.72,1,0,6,Detractor,1
11426,69,32,431.81,2,0,8,Neutro,0
11427,54,48,12330.42,1,0,7,Neutro,0
11428,38,44,1736.09,1,0,6,Detractor,0
11429,31,104,3373.53,3,0,5,Detractor,0
11430,48,24,2886.71,1,0,8,Neutro,0
11431,65,61,7142.08,2,0,9,Promotor,0
11432,35,17,2726.51,1,30,8,Neutro,0
11433,24,71,14372.28,4,90,8,Neutro,1
11434,27,107,11641.25,3,0,7,Neutro,0
11435,24,50,10284.92,2,15,6,Detractor,1
11436,50,65,369.62,1,0,7,Neutro,0
11437,40,99,9629.59,4,0,10,Promotor,0
11438,38,32,7607.95,2,90,8,Neutro,1
11439,36,36,546.36,1,0,7,Neutro,0
11440,65,13,568.16,3,0,7,Neutro,0
11441,36,70,533.27,1,90,7,Neutro,0
11442,53,58,56.99,2,15,8,Neutro,0
11443,46,14,3977.39,2,0,7,Neutro,0
11444,35,37,18133.15,2,90,8,Neutro,0
11445,19,112,2887.36,4,0,6,Detractor,0
11446,18,79,3890.88,1,0,7,Neutro,0
11447,64,111,17205.38,1,0,9,Promotor,0
11448,22,68,1473.08,1,0,6,Detractor,0
11449,37,40,9776.23,3,0,10,Promotor,0
11450,28,59,3952.59,4,0,5,Detractor,0
11451,59,80,4213.77,4,0,5,Detractor,0
11452,19,92,2101.68,3,0,7,Neutro,0
11453,20,16,4122.94,4,0,9,Promotor,0
11454,40,62,379.78,3,0,8,Neutro,0
11455,29,4,7233.27,2,90,5,Detractor,1
11456,37,45,1675.18,2,0,5,Detractor,0
11457,22,90,10928.83,4,0,8,Neutro,0
11458,54,28,2293.15,2,0,6,Detractor,1
11459,55,96,770.56,2,30,7,Neutro,0
11460,47,109,5951.69,2,0,7,Neutro,0
11461,26,66,899.09,1,0,8,Neutro,0
11462,51,31,7005.63,2,0,6,Detractor,0
11463,61,3,17227.66,1,0,5,Detractor,1
11464,52,118,7560.49,3,0,6,Detractor,0
11465,69,8,113.53,3,0,3,Detractor,0
11466,39,24,4580.03,3,60,7,Neutro,0
11467,61,15,5943.95,3,0,9,Promotor,0
11468,41,43,8727.96,3,30,4,Detractor,1
11469,34,31,288.16,2,60,4,Detractor,1
11470,27,73,3270.67,2,60,3,Detractor,1
11471,47,103,3832.58,2,90,9,Promotor,0
11472,63,45,926.38,3,30,3,Detractor,0
11473,40,66,1946.36,3,0,10,Promotor,0
11474,49,8,2901.07,1,0,6,Detractor,0
11475,34,71,8955.09,4,0,6,Detractor,1
11476,67,108,13254.16,2,30,3,Detractor,1
11477,68,115,4949.99,4,0,8,Neutro,0
11478,34,103,2512.18,3,0,8,Neutro,0
11479,31,106,1465.36,3,0,7,Neutro,0
11480,26,57,20124.61,3,30,6,Detractor,1
11481,57,80,20378.59,4,15,6,Detractor,0
11482,19,99,12949.8,1,0,6,Detractor,1
11483,62,30,7701.17,3,0,7,Neutro,0
11484,42,74,1970.99,1,0,6,Detractor,0
11485,56,102,8491.36,1,0,8,Neutro,0
11486,26,18,2627.95,2,0,6,Detractor,1
11487,39,114,1978.36,4,0,6,Detractor,0
11488,60,69,6829.82,3,90,7,Neutro,0
11489,63,117,415.03,1,0,0,Detractor,1
11490,21,93,248.91,4,0,7,Neutro,0
11491,43,39,2970.62,4,15,6,Detractor,0
11492,46,60,2949.69,3,0,2,Detractor,0
11493,62,98,11299.74,2,0,10,Promotor,0
11494,51,43,674.25,2,0,6,Detractor,1
11495,40,45,657.86,1,60,7,Neutro,0
11496,54,23,797.63,2,0,9,Promotor,0
11497,28,69,150.94,2,0,5,Detractor,1
11498,23,94,372.17,2,90,9,Promotor,0
11499,35,6,5392.13,4,30,5,Detractor,1
11500,38,56,2824.51,3,0,8,Neutro,0
11501,59,110,7211.21,4,15,8,Neutro,0
11502,53,108,24529.84,4,60,10,Promotor,0
11503,58,4,5379.87,3,90,8,Neutro,0
11504,55,93,258.86,4,90,7,Neutro,0
11505,51,23,552.22,1,0,8,Neutro,0
11506,34,6,10643.33,1,0,5,Detractor,1
11507,54,32,3748.54,4,0,8,Neutro,0
11508,42,106,8710.2,2,0,5,Detractor,1
11509,55,18,9711.02,4,60,8,Neutro,1
11510,29,15,13132.9,2,30,8,Neutro,0
11511,40,40,14961.61,4,0,9,Promotor,0
11512,59,96,4046.45,1,0,7,Neutro,0
11513,39,73,2085.31,2,0,9,Promotor,0
11514,38,101,16333.1,1,0,5,Detractor,0
11515,44,74,3963.8,4,15,5,Detractor,0
11516,48,84,332.05,3,0,7,Neutro,0
11517,23,6,5146.97,2,0,8,Neutro,0
11518,44,112,4429.84,2,0,8,Neutro,0
11519,57,63,11306.87,4,0,8,Neutro,0
11520,51,67,5294.85,4,90,6,Detractor,1
11521,29,106,2146.63,2,0,8,Neutro,1
11522,62,11,16940.28,3,60,5,Detractor,0
11523,24,43,8087.84,4,0,5,Detractor,0
11524,27,17,4976.91,4,0,2,Detractor,0
11525,62,96,1733.09,4,0,8,Neutro,0
11526,34,4,2338.35,3,15,7,Neutro,0
11527,43,63,5542.86,2,0,5,Detractor,0
11528,38,68,373.51,1,0,8,Neutro,0
11529,45,81,1483.15,4,0,6,Detractor,0
11530,63,41,6257.09,3,0,9,Promotor,0
11531,19,83,3269.81,2,0,7,Neutro,0
11532,60,5,2574.11,2,0,1,Detractor,0
11533,18,32,821.18,3,0,10,Promotor,0
11534,68,86,2915.63,4,0,3,Detractor,0
11535,53,70,7363.45,1,0,8,Neutro,0
11536,68,35,1532.71,4,0,7,Neutro,0
11537,43,22,27.07,2,90,5,Detractor,1
11538,46,65,5520.71,1,0,8,Neutro,1
11539,38,84,17990.92,4,60,4,Detractor,1
11540,28,22,4667.52,1,0,9,Promotor,0
11541,57,112,638.72,3,15,6,Detractor,0
11542,28,119,1933.71,4,0,6,Detractor,0
11543,53,11,10111.21,2,0,8,Neutro,0
11544,66,77,1323.53,2,30,0,Detractor,1
11545,56,106,4678.59,1,30,7,Neutro,0
11546,57,3,2576.44,3,15,9,Promotor,0
11547,52,9,1164.98,4,30,8,Neutro,0
11548,51,60,8394.12,3,0,6,Detractor,0
11549,64,76,6790.11,3,0,8,Neutro,0
11550,41,87,5417.5,1,0,10,Promotor,0
11551,39,14,1348.14,1,30,5,Detractor,1
11552,22,97,514.91,4,0,7,Neutro,0
11553,50,18,4291.99,2,60,5,Detractor,1
11554,53,113,4033.57,4,0,9,Promotor,0
11555,64,105,1043.65,3,0,8,Neutro,0
11556,37,73,289.45,1,0,9,Promotor,0
11557,36,23,420.76,3,0,10,Promotor,0
11558,52,74,24648.26,1,15,5,Detractor,1
11559,69,83,7652.76,2,0,2,Detractor,0
11560,60,47,12754.43,3,60,6,Detractor,1
11561,34,69,1084.9,1,15,6,Detractor,1
11562,62,47,16165.96,4,0,8,Neutro,0
11563,60,116,769.57,4,30,9,Promotor,0
11564,51,87,3557.39,4,0,6,Detractor,0
11565,26,30,8850.84,3,0,7,Neutro,0
11566,43,25,2152.4,1,0,9,Promotor,0
11567,19,28,2765.44,1,0,5,Detractor,1
11568,26,98,685.89,1,0,5,Detractor,1
11569,26,109,655.8,3,30,8,Neutro,0
11570,57,112,4832.24,1,0,7,Neutro,0
11571,34,111,5627.85,2,0,10,Promotor,0
11572,18,25,7510.38,3,0,6,Detractor,0
11573,42,74,4067.34,2,0,9,Promotor,0
11574,60,78,5188.89,2,15,8,Neutro,0
11575,57,106,68.05,4,15,2,Detractor,0
11576,59,110,884.7,3,0,3,Detractor,1
11577,42,58,20970.19,1,30,5,Detractor,0
11578,56,94,395.18,2,0,4,Detractor,1
11579,52,119,5678.27,3,0,6,Detractor,0
11580,20,41,968.43,1,0,8,Neutro,0
11581,67,25,6306.57,4,0,8,Neutro,0
11582,54,78,6120.71,3,30,8,Neutro,0
11583,61,99,1334.17,3,0,4,Detractor,1
11584,61,116,1571.05,3,0,8,Neutro,0
11585,68,48,5317.73,1,0,7,Neutro,0
11586,47,98,2472.19,2,0,10,Promotor,0
11587,55,10,1081.76,2,0,10,Promotor,0
11588,51,99,6577.87,3,0,9,Promotor,0
11589,29,75,837.05,3,60,8,Neutro,0
11590,36,11,9677.35,1,15,4,Detractor,1
11591,54,85,3614.63,4,0,3,Detractor,0
11592,61,21,558.57,3,15,9,Promotor,0
11593,66,86,5922.03,3,0,7,Neutro,0
11594,34,45,3661.14,4,0,7,Neutro,0
11595,27,7,1769.52,3,0,9,Promotor,0
11596,66,119,2745.58,2,0,8,Neutro,0
11597,64,81,1771.52,3,30,5,Detractor,0
11598,29,64,1526.01,2,0,5,Detractor,1
11599,33,64,893.29,1,30,0,Detractor,0
11600,41,2,2253.1,1,0,8,Neutro,0
11601,36,76,1445.0,2,0,7,Neutro,0
11602,25,42,5751.13,2,15,10,Promotor,0
11603,48,82,5758.12,4,0,8,Neutro,0
11604,38,54,3484.17,2,0,4,Detractor,1
11605,34,75,7524.14,2,0,5,Detractor,0
11606,40,16,9204.95,3,0,7,Neutro,0
11607,54,113,4334.72,4,60,10,Promotor,0
11608,33,115,4823.93,2,0,5,Detractor,1
11609,23,18,1662.6,2,0,9,Promotor,0
11610,25,99,11262.75,2,30,6,Detractor,1
11611,42,117,122.52,3,0,6,Detractor,1
11612,35,59,2143.18,3,0,10,Promotor,0
11613,42,90,6397.08,3,0,2,Detractor,0
11614,29,16,417.39,1,0,8,Neutro,0
11615,32,6,1011.62,3,0,2,Detractor,0
11616,43,57,4449.29,2,0,9,Promotor,0
11617,58,108,4104.83,3,30,9,Promotor,0
11618,62,107,6714.8,3,0,9,Promotor,0
11619,43,47,8372.89,4,0,5,Detractor,0
11620,64,111,688.15,2,0,4,Detractor,0
11621,49,48,92.76,3,0,7,Neutro,0
11622,27,42,5850.09,1,60,6,Detractor,1
11623,33,76,1793.33,4,0,8,Neutro,0
11624,24,60,4917.28,3,0,7,Neutro,0
11625,34,77,815.8,4,0,4,Detractor,0
11626,40,4,3165.34,4,0,8,Neutro,0
11627,43,103,3510.18,1,0,9,Promotor,0
11628,38,118,4398.32,1,0,10,Promotor,0
11629,39,2,3599.2,1,0,6,Detractor,1
11630,24,90,3422.83,2,0,6,Detractor,0
11631,31,59,2022.83,4,0,5,Detractor,0
11632,32,27,369.2,3,0,5,Detractor,0
11633,24,27,468.92,1,0,6,Detractor,0
11634,26,79,2843.85,1,60,10,Promotor,0
11635,68,72,2198.68,4,0,3,Detractor,0
11636,65,7,3629.74,4,60,6,Detractor,0
11637,25,63,1818.05,4,0,3,Detractor,0
11638,67,111,5822.32,3,15,6,Detractor,1
11639,40,119,9973.84,2,0,3,Detractor,0
11640,46,46,1775.26,2,0,7,Neutro,0
11641,35,63,1072.06,1,0,7,Neutro,0
11642,48,104,617.51,2,0,5,Detractor,0
11643,47,12,4788.87,3,0,5,Detractor,1
11644,69,13,2933.64,2,0,8,Neutro,0
11645,56,43,1041.37,3,0,6,Detractor,0
11646,52,17,5294.12,1,0,2,Detractor,0
11647,35,63,803.68,4,0,10,Promotor,0
11648,59,81,4040.55,3,0,7,Neutro,0
11649,56,36,3744.87,4,0,8,Neutro,0
11650,34,85,6625.58,1,0,9,Promotor,0
11651,31,8,283.43,3,0,7,Neutro,0
11652,48,69,10940.61,3,0,9,Promotor,0
11653,41,90,6069.98,2,0,10,Promotor,0
11654,52,80,1217.53,3,0,5,Detractor,0
11655,61,36,1013.06,1,60,9,Promotor,0
11656,62,28,2825.18,4,0,4,Detractor,0
11657,51,118,8506.82,3,60,6,Detractor,1
11658,20,93,9255.96,1,0,9,Promotor,0
11659,54,47,3674.6,1,60,10,Promotor,0
11660,60,76,9859.61,3,30,8,Neutro,0
11661,57,101,27.29,2,0,4,Detractor,1
11662,43,30,179.04,3,0,7,Neutro,0
11663,40,23,12141.97,3,0,8,Neutro,0
11664,61,16,7465.66,2,0,6,Detractor,1
11665,56,14,2995.61,1,90,10,Promotor,0
11666,32,74,7004.2,3,90,6,Detractor,1
11667,66,71,15577.02,2,15,5,Detractor,1
11668,21,109,7394.01,4,30,4,Detractor,0
11669,46,52,9237.57,4,60,6,Detractor,0
11670,39,37,7148.23,2,0,8,Neutro,0
11671,42,29,920.88,1,0,5,Detractor,1
11672,30,67,8966.03,2,0,9,Promotor,0
11673,35,15,1085.24,1,0,4,Detractor,0
11674,50,100,11156.5,4,0,7,Neutro,0
11675,33,47,3068.45,3,0,8,Neutro,0
11676,62,46,5650.15,2,0,4,Detractor,0
11677,59,52,3438.22,4,0,8,Neutro,0
11678,61,19,493.53,3,30,9,Promotor,1
11679,19,77,1717.54,4,0,8,Neutro,0
11680,52,106,20592.73,2,0,7,Neutro,0
11681,59,21,16184.53,2,30,9,Promotor,0
11682,51,64,1931.89,3,0,10,Promotor,0
11683,47,37,27992.8,2,0,5,Detractor,1
11684,30,27,9339.46,4,0,8,Neutro,0
11685,30,55,4720.36,3,0,3,Detractor,0
11686,35,116,204.76,3,60,2,Detractor,0
11687,49,29,11585.8,4,0,6,Detractor,0
11688,49,20,4075.78,1,0,10,Promotor,0
11689,52,25,10142.84,3,0,8,Neutro,0
11690,56,70,8991.78,1,30,6,Detractor,0
11691,63,63,8948.99,4,0,4,Detractor,0
11692,69,36,5989.52,4,30,10,Promotor,0
11693,46,2,1722.43,3,0,6,Detractor,1
11694,66,22,2048.57,2,30,6,Detractor,1
11695,46,96,1844.24,3,15,9,Promotor,0
11696,61,16,101.25,2,15,8,Neutro,0
11697,33,18,4368.18,1,0,5,Detractor,1
11698,61,69,6000.46,2,30,7,Neutro,0
11699,64,54,9616.16,3,0,10,Promotor,0
11700,27,100,755.08,2,30,10,Promotor,0
11701,47,30,3928.32,4,0,3,Detractor,0
11702,42,45,40.2,1,0,6,Detractor,0
11703,56,19,499.62,4,0,5,Detractor,0
11704,37,87,278.68,4,0,7,Neutro,0
11705,22,34,6463.62,4,0,8,Neutro,0
11706,18,13,422.67,4,0,6,Detractor,1
11707,47,43,6301.89,2,0,9,Promotor,0
11708,66,62,1435.91,4,30,8,Neutro,0
11709,20,118,10506.92,2,0,8,Neutro,0
11710,62,93,8387.25,4,0,10,Promotor,0
11711,31,100,15830.26,3,30,7,Neutro,0
11712,47,22,10760.58,4,0,6,Detractor,1
11713,67,52,13539.96,3,0,8,Neutro,0
11714,21,52,9785.85,2,0,9,Promotor,0
11715,35,111,5910.76,1,0,5,Detractor,0
11716,54,36,933.21,2,0,9,Promotor,0
11717,42,73,1585.26,1,0,2,Detractor,1
11718,65,103,1195.9,1,90,0,Detractor,1
11719,18,115,4626.48,4,0,5,Detractor,1
11720,63,19,3502.07,1,0,10,Promotor,0
11721,32,38,10090.04,2,15,7,Neutro,0
11722,26,70,15253.36,4,0,2,Detractor,0
11723,32,116,2594.79,1,0,10,Promotor,0
11724,66,111,3529.65,2,30,8,Neutro,0
11725,41,79,17792.13,1,0,9,Promotor,0
11726,21,57,1616.47,1,60,5,Detractor,1
11727,29,20,7860.49,4,0,4,Detractor,0
11728,54,9,1276.01,4,15,7,Neutro,0
11729,54,32,5720.04,2,0,9,Promotor,0
11730,60,4,1462.57,4,0,8,Neutro,0
11731,23,50,10759.35,4,0,8,Neutro,0
11732,56,82,4121.73,3,90,9,Promotor,1
11733,63,5,1028.57,3,15,5,Detractor,0
11734,41,20,1270.39,2,0,8,Neutro,0
11735,28,87,3404.6,4,90,6,Detractor,1
11736,30,75,16298.75,2,0,2,Detractor,0
11737,51,37,7340.61,3,0,5,Detractor,1
11738,42,22,3350.18,3,0,9,Promotor,0
11739,24,58,2060.33,3,15,9,Promotor,0
11740,69,68,3984.42,2,30,6,Detractor,0
11741,21,93,6898.8,4,0,5,Detractor,0
11742,25,44,7660.73,1,60,1,Detractor,1
11743,37,34,1962.32,4,0,10,Promotor,0
11744,46,77,6385.57,2,0,8,Neutro,0
11745,68,42,5361.64,3,0,10,Promotor,0
11746,62,9,15984.63,1,60,9,Promotor,1
11747,63,106,13374.79,2,0,6,Detractor,0
11748,27,95,7788.48,3,0,4,Detractor,1
11749,60,7,6425.82,2,0,7,Neutro,0
11750,51,68,1601.31,1,0,1,Detractor,0
11751,43,19,9352.89,3,0,4,Detractor,0
11752,58,106,2788.76,4,0,5,Detractor,1
11753,66,94,1588.92,2,60,8,Neutro,1
11754,20,31,2423.85,1,0,7,Neutro,0
11755,23,35,9037.48,4,0,6,Detractor,0
11756,22,57,804.56,1,15,8,Neutro,0
11757,22,85,3045.49,2,0,4,Detractor,1
11758,64,61,3389.89,1,60,9,Promotor,1
11759,40,31,186.59,3,0,8,Neutro,0
11760,66,83,1089.2,1,0,5,Detractor,0
11761,26,95,8764.88,2,0,8,Neutro,0
11762,52,53,8882.41,3,30,7,Neutro,0
11763,37,32,1729.49,1,90,2,Detractor,0
11764,66,66,10393.1,1,0,6,Detractor,1
11765,59,59,7387.29,3,0,10,Promotor,0
11766,52,116,2705.63,4,0,3,Detractor,1
11767,67,10,6899.7,4,0,7,Neutro,0
11768,35,2,16264.05,3,0,9,Promotor,0
11769,34,66,3071.4,1,0,6,Detractor,0
11770,41,60,1361.85,4,0,6,Detractor,0
11771,20,88,14220.77,3,0,9,Promotor,0
11772,49,17,4628.48,2,15,6,Detractor,1
11773,52,96,556.14,1,0,8,Neutro,0
11774,55,16,4251.14,2,0,8,Neutro,0
11775,30,16,3471.55,1,0,9,Promotor,0
